swimmerID|event|date|time|season|points
296605|100 Y Free|2017-01-28|50.60|2017|511
296605|200 Y Free|2017-01-28|1:51.18|2017|539
296605|50 Y Free|2017-01-14|24.03|2017|434
296605|50 Y Free|2017-01-14|23.71|2017|452
296605|100 Y Free|2017-01-14|52.36|2017|461
296605|50 Y Free|2016-12-02|23.35|2017|474
296605|100 Y Free|2016-12-03|50.73|2017|507
296605|100 Y Free|2016-12-03|50.59|2017|512
296605|200 Y Free|2016-12-02|1:51.49|2017|534
296605|50 Y Free|2016-11-12|24.09|2017|431
296605|50 Y Free|2016-11-12|24.09|2017|431
296605|100 Y Free|2016-11-12|52.75|2017|451
296605|100 Y Free|2016-11-05|52.31|2017|463
296605|50 Y Free|2016-01-30|23.48|2016|466
296605|100 Y Free|2016-01-30|50.25|2016|522
296605|200 Y Free|2016-01-30|1:52.12|2016|525
296605|50 Y Free|2016-01-16|23.86|2016|444
296605|100 Y Free|2016-01-16|52.82|2016|449
296605|100 Y Free|2016-01-16|53.41|2016|435
296605|200 Y Free|2015-12-03|1:52.78|2016|516
296605|50 Y Free|2015-11-14|23.67|2016|455
296605|50 Y Free|2015-11-14|24.21|2016|425
296605|100 Y Free|2015-11-14|52.09|2016|469
296605|50 Y Free|2015-11-07|23.73|2016|451
296605|100 Y Free|2015-11-07|51.97|2016|472
296605|50 Y Free|2015-01-31|22.93|2015|500
296605|100 Y Free|2015-01-31|49.61|2015|542
296605|200 Y Free|2015-01-31|1:52.56|2015|519
296605|100 Y Free|2015-01-24|52.08|2015|469
296605|100 Y Free|2015-01-17|52.05|2015|470
296605|200 Y Free|2015-01-17|1:56.17|2015|472
296605|50 Y Free|2014-12-05|23.16|2015|485
296605|50 Y Free|2014-12-05|23.17|2015|485
296605|100 Y Free|2014-12-06|50.70|2015|508
296605|200 Y Free|2014-12-05|1:54.15|2015|498
296605|100 Y Free|2014-11-15|52.07|2015|469
296605|50 Y Free|2014-11-08|24.04|2015|434
296605|100 Y Free|2014-11-08|52.39|2015|461
296605|50 Y Free|2014-11-01|23.99|2015|437
296605|50 Y Free|2014-11-01|23.85|2015|444
296605|200 Y Free|2014-11-01|1:58.92|2015|440
296605|50 Y Free|2014-02-01|23.75|2014|450
296605|100 Y Free|2014-02-01|51.74|2014|478
296605|200 Y Free|2014-02-01|1:53.25|2014|510
296605|50 Y Free|2013-12-06|24.68|2014|401
296605|50 Y Free|2013-12-06|24.39|2014|416
296605|100 Y Free|2013-12-07|52.45|2014|459
296605|200 Y Free|2013-12-06|1:57.35|2014|458
296605|500 Y Free|2013-12-07|5:31.01|2014|423
296605|50 Y Free|2013-11-16|24.64|2014|403
296605|100 Y Free|2013-11-16|54.49|2014|409
296605|50 Y Free|2013-11-09|25.15|2014|379
296605|100 Y Free|2013-11-09|54.38|2014|412
296605|50 Y Free|2013-11-02|24.73|2014|399
241630|50 Y Free|2014-02-22|21.82|2014|580
241630|200 Y Free|2014-02-22|1:43.12|2014|675
241630|200 Y Back|2014-02-14|1:56.31|2014|558
241630|100 Y Fly|2014-02-15|51.16|2014|629
241630|200 Y IM|2014-02-14|1:53.68|2014|668
241630|100 Y Free|2014-02-01|49.35|2014|551
241630|200 Y Free|2014-02-01|1:46.03|2014|621
241630|200 Y IM|2014-02-01|2:02.18|2014|538
241630|50 Y Free|2014-01-18|22.75|2014|512
241630|200 Y Back|2014-01-18|2:03.50|2014|466
241630|100 Y Breast|2014-01-18|1:02.27|2014|519
241630|50 Y Free|2013-12-06|22.05|2014|562
241630|50 Y Free|2013-12-06|22.15|2014|555
241630|100 Y Free|2013-12-07|47.29|2014|626
241630|200 Y Free|2013-12-06|1:42.33|2014|691
241630|50 Y Back|2013-12-07|24.94|2014|531
241630|100 Y Back|2013-12-06|52.68|2014|563
241630|200 Y Back|2013-12-07|1:55.97|2014|562
241630|100 Y Fly|2013-12-07|50.75|2014|645
241630|200 Y IM|2013-12-07|1:54.74|2014|650
241630|100 Y Free|2013-11-16|48.18|2014|592
241630|200 Y Free|2013-11-16|1:46.23|2014|617
241630|200 Y Back|2013-11-16|1:58.53|2014|527
241630|100 Y Free|2013-11-09|48.49|2014|581
241630|50 Y Back|2013-11-09|25.64|2014|489
241630|100 Y Breast|2013-11-09|1:00.04|2014|579
241630|100 Y Fly|2013-11-09|52.75|2014|574
241630|100 Y Free|2013-11-02|48.00|2014|599
241630|100 Y Back|2013-11-02|53.52|2014|537
241630|200 Y IM|2013-11-02|1:58.56|2014|589
296610|1 M Diving|2015-01-30|135.80|2015|NA
296610|3 M Diving|2015-01-30|126.15|2015|NA
296610|1 M Diving|2015-01-24|127.80|2015|NA
296610|3 M Diving|2015-01-24|156.23|2015|NA
296610|1 M Diving|2015-01-17|133.55|2015|NA
296610|3 M Diving|2015-01-17|149.75|2015|NA
296610|1 M Diving|2014-11-15|152.62|2015|NA
296610|3 M Diving|2014-11-15|105.82|2015|NA
296610|1 M Diving|2014-11-08|229.10|2015|NA
296610|3 M Diving|2014-11-08|120.30|2015|NA
296610|1 M Diving|2014-11-01|142.65|2015|NA
296610|3 M Diving|2014-11-01|125.25|2015|NA
296610|1 M Diving|2014-01-31|118.75|2014|NA
296610|3 M Diving|2014-01-31|100.35|2014|NA
296610|1 M Diving|2014-01-18|149.70|2014|NA
296610|3 M Diving|2014-01-18|152.00|2014|NA
296610|1 M Diving|2013-11-16|255.15|2014|NA
296610|3 M Diving|2013-11-16|237.53|2014|NA
296610|1 M Diving|2013-11-09|145.70|2014|NA
296610|3 M Diving|2013-11-09|141.05|2014|NA
296610|1 M Diving|2013-11-02|119.25|2014|NA
296610|3 M Diving|2013-11-02|125.94|2014|NA
377703|1 M Diving|2015-11-07|176.93|2016|NA
377703|3 M Diving|2015-11-07|169.06|2016|NA
377703|1 M Diving|2015-01-30|143.10|2015|NA
377703|3 M Diving|2015-01-30|114.65|2015|NA
377703|1 M Diving|2015-01-24|151.35|2015|NA
377703|3 M Diving|2015-01-24|133.95|2015|NA
377703|1 M Diving|2015-01-17|163.30|2015|NA
377703|3 M Diving|2015-01-17|128.85|2015|NA
152632|50 Y Free|2014-02-15|21.38|2014|617
152632|100 Y Free|2014-02-14|47.01|2014|638
152632|100 Y Free|2014-02-15|47.17|2014|631
152632|100 Y Breast|2014-02-14|59.72|2014|588
152632|50 Y Free|2014-02-01|21.90|2014|574
152632|50 Y Free|2014-01-18|22.81|2014|508
152632|50 Y Free|2014-01-18|22.44|2014|534
152632|100 Y Free|2014-01-18|51.22|2014|493
152632|50 Y Free|2013-12-06|21.55|2014|602
152632|100 Y Free|2013-12-07|48.28|2014|589
152632|200 Y Free|2013-12-06|1:48.56|2014|579
152632|200 Y Free|2013-12-05|1:48.13|2014|586
152632|50 Y Free|2013-11-16|22.15|2014|555
152632|100 Y Free|2013-11-16|50.01|2014|530
152632|50 Y Free|2013-11-09|22.32|2014|542
152632|100 Y Free|2013-11-09|49.99|2014|530
152632|50 Y Free|2013-11-02|22.52|2014|528
152632|100 Y Free|2013-11-02|51.14|2014|495
98544|500 Y Free|2014-02-01|5:03.72|2014|548
98544|200 Y Fly|2014-02-01|2:03.78|2014|496
98544|200 Y IM|2014-02-01|2:04.79|2014|505
98544|200 Y Fly|2014-01-18|2:04.54|2014|487
98544|500 Y Free|2013-12-07|4:57.93|2014|581
98544|100 Y Back|2013-12-06|57.71|2014|428
98544|100 Y Fly|2013-12-07|54.86|2014|510
98544|200 Y Fly|2013-12-06|2:01.44|2014|525
98544|400 Y IM|2013-12-06|4:23.78|2014|538
98544|100 Y Free|2013-11-16|52.71|2014|452
98544|200 Y Free|2013-11-16|1:51.61|2014|532
98544|200 Y IM|2013-11-16|2:05.67|2014|495
98544|50 Y Free|2013-11-09|24.62|2014|404
98544|200 Y Fly|2013-11-09|2:05.40|2014|477
98544|200 Y IM|2013-11-09|2:08.34|2014|464
98544|200 Y Fly|2013-11-02|2:07.13|2014|458
98544|200 Y IM|2013-11-02|2:08.21|2014|466
98544|500 Y Free|2013-01-19|5:02.74|2013|553
98544|500 Y Free|2012-01-28|4:53.90|2012|605
98544|200 Y Fly|2012-01-28|2:02.19|2012|515
98544|400 Y IM|2012-01-28|4:23.90|2012|537
98544|500 Y Free|2012-01-21|4:59.52|2012|571
98544|200 Y Fly|2012-01-21|2:02.01|2012|518
